price,carat,y,cut,color,clarity
1163,0.4,4.69,2,3,3
17692,2.02,7.96,1,4,6
3780,0.9,6.23,2,4,6
1071,0.34,4.61,2,3,3
1013,0.3,4.35,2,5,1
878,0.3,4.32,1,4,3
1096,0.42,4.8,1,5,2
2577,0.67,5.62,2,4,2
1304,0.41,4.83,2,3,1
9694,1.51,7.38,2,5,6
3332,0.71,5.77,2,2,4
561,0.32,4.46,2,4,5
1054,0.39,4.77,3,2,3
564,0.33,4.46,2,5,6
6522,1.01,6.41,3,2,5
6762,1.02,6.51,3,2,5
596,0.34,4.51,2,4,5
2770,0.73,5.82,1,4,5
1046,0.31,4.35,1,2,3
1002,0.33,4.43,2,1,5
13203,3.0,9.26,1,4,8
432,0.27,4.18,2,6,4
13376,1.71,7.52,1,5,5
1287,0.58,5.28,6,4,5
5948,1.21,6.8,2,5,6
3443,1.09,6.41,5,7,5
1437,0.51,5.2,2,2,6
561,0.32,4.38,1,6,3
2331,0.7,5.61,1,5,6
698,0.31,4.35,2,5,4
1053,0.36,4.79,6,2,1
1020,0.32,4.39,1,4,1
2575,0.7,5.71,2,1,7
991,0.51,5.19,2,6,7
1968,0.83,5.86,6,3,7
1208,0.56,5.42,1,4,7
12996,1.7,7.72,2,6,4
3767,1.01,6.5,1,6,7
748,0.35,4.51,6,3,6
2033,0.82,6.25,6,7,6
709,0.3,4.29,2,1,6
1815,0.52,5.11,1,4,4
667,0.4,4.67,3,1,6
670,0.3,4.3,2,2,4
6588,1.2,6.9,2,5,6
545,0.33,4.48,1,2,6
1125,0.4,4.72,1,2,4
787,0.41,4.77,2,5,7
2571,1.3,6.75,5,2,8
961,0.42,4.86,2,4,3
476,0.3,4.26,3,1,6
9527,1.52,7.36,1,5,6
537,0.31,4.29,1,6,6
13068,1.71,7.54,6,5,5
2791,0.87,6.1,3,6,6
984,0.43,4.72,5,5,6
1778,0.4,4.76,2,2,2
3412,1.07,6.59,2,5,8
10786,1.14,6.68,2,3,3
1408,0.58,5.4,3,6,5
4604,1.02,6.47,1,5,6
10063,1.53,7.54,2,5,6
12098,1.08,6.62,2,2,2
2162,0.51,5.19,2,4,1
749,0.31,4.35,2,3,5
3595,0.73,5.83,2,4,5
9317,1.2,6.89,2,1,6
17784,2.21,8.34,3,6,6
5667,2.0,7.74,5,6,8
6291,1.01,6.39,3,4,5
951,0.43,4.9,2,4,6
557,0.33,4.39,1,7,4
9294,1.0,6.47,2,4,3
11836,1.51,7.48,3,4,6
2919,0.8,5.96,3,5,6
7900,1.01,6.52,2,2,5
648,0.32,4.47,1,5,5
4984,1.13,6.73,2,3,7
5969,1.24,6.98,1,1,7
814,0.3,4.35,2,3,2
827,0.5,5.17,5,3,8
799,0.27,4.12,2,2,3
16789,1.69,7.66,2,3,5
4452,0.93,6.14,6,4,6
3577,0.76,5.89,2,6,5
665,0.3,4.33,2,5,2
421,0.32,4.4,3,6,6
16262,2.0,7.99,1,4,7
1579,0.72,5.82,1,7,6
5017,1.13,6.75,3,3,6
6786,1.03,6.46,3,4,5
6250,1.2,6.75,1,3,6
648,0.32,4.37,1,5,5
2301,0.81,5.2,5,3,7
4819,1.02,6.59,1,5,6
542,0.31,4.38,2,4,4
554,0.32,4.42,2,6,6
1989,0.54,5.16,1,3,5
5406,1.05,6.6,3,5,6
5821,1.05,6.7,3,1,6
5123,1.15,6.78,1,6,7
776,0.3,4.26,3,4,4
3075,0.72,5.72,3,1,5
9301,1.51,7.26,6,6,2
835,0.36,4.63,2,2,4
698,0.31,4.29,2,2,6
961,0.41,4.77,1,4,4
1140,0.38,4.63,2,1,4
1746,0.57,5.32,1,4,4
2066,0.56,5.33,2,2,5
516,0.32,4.4,2,2,6
593,0.31,4.35,2,1,7
8380,1.2,6.68,6,2,5
4028,1.16,6.77,2,7,6
1638,0.51,5.09,3,2,5
716,0.32,4.45,2,2,5
841,0.41,4.72,2,1,7
4936,1.0,6.4,6,2,6
1580,0.43,4.84,2,3,1
1719,0.58,5.45,2,4,5
9821,1.51,7.25,6,5,5
540,0.3,4.25,1,5,6
987,0.44,4.92,3,2,5
2565,0.63,5.5,2,2,4
3319,0.73,5.92,2,1,5
1815,0.7,5.73,2,7,6
764,0.3,4.33,2,5,1
1577,0.52,5.14,2,4,5
631,0.36,4.61,1,2,6
4682,0.9,6.01,6,1,5
522,0.35,4.59,1,4,6
8072,1.12,6.91,3,4,2
475,0.36,4.63,1,2,7
738,0.33,4.5,2,2,5
2821,0.73,5.68,1,2,6
2467,0.52,5.22,1,2,3
589,0.32,4.36,3,1,6
5056,1.1,6.68,1,5,6
4480,1.0,6.49,1,3,7
1257,0.5,4.93,6,1,6
544,0.31,4.31,6,2,6
6931,1.3,6.98,2,6,4
1233,0.61,5.47,2,7,5
1619,0.52,5.1,1,6,2
911,0.3,4.32,2,1,5
583,0.31,4.4,3,3,5
15654,2.08,8.18,1,6,2
5114,1.2,6.7,3,5,6
1892,0.54,5.24,2,1,5
2825,0.71,5.66,1,4,4
1818,0.31,4.38,2,3,1
3051,0.66,5.74,3,4,1
3528,1.0,6.27,1,3,6
16147,2.19,8.3,2,6,7
810,0.36,4.56,1,2,6
565,0.3,4.31,3,4,4
7277,1.02,6.4,3,2,6
1401,0.59,5.43,2,6,4
637,0.3,4.41,2,4,4
839,0.43,4.83,1,5,7
574,0.3,4.24,1,4,6
723,0.33,4.49,1,2,5
6573,1.35,7.17,3,6,6
7198,1.07,6.52,2,4,4
813,0.34,4.55,2,4,2
4324,1.17,6.85,1,3,7
17068,2.01,8.11,3,6,4
358,0.26,4.16,2,6,4
1072,0.49,5.08,1,3,6
8451,1.05,6.61,2,1,5
2974,0.71,5.8,2,4,5
3013,0.71,5.77,3,3,4
5953,1.27,6.87,3,6,6
2005,0.51,5.14,2,4,2
633,0.38,4.65,3,1,7
723,0.42,4.89,3,1,6
1245,0.43,4.92,3,2,3
6187,1.0,6.35,6,4,4
5143,1.07,6.67,3,5,6
12316,2.3,8.34,2,7,6
2276,0.7,5.67,3,4,6
16626,2.01,7.98,3,6,5
3800,0.9,6.05,6,2,6
3641,0.82,5.97,3,2,5
4698,1.07,6.52,2,2,7
7863,1.11,6.64,6,1,5
3145,0.7,5.76,2,4,6
4733,1.08,6.58,2,4,7
1881,0.55,5.25,1,2,5
2959,0.79,5.89,1,4,5
3116,0.71,5.79,2,3,5
3437,0.9,6.11,1,3,6
525,0.25,4.04,3,4,2
557,0.31,4.41,2,6,2
1155,0.44,4.83,1,3,4
13677,2.02,8.14,1,2,7
2780,0.74,5.86,2,4,4
936,0.32,4.4,2,4,3
7661,1.2,6.81,1,4,5
2048,0.61,5.45,2,6,2
900,0.32,4.36,2,2,5
5468,1.05,6.43,1,5,5
4527,0.93,6.27,3,1,6
3756,0.86,6.04,5,4,4
7513,1.07,6.55,3,3,4
5502,1.22,6.93,2,5,7
1628,0.51,5.12,3,5,4
1378,0.6,5.41,3,5,6
766,0.3,4.32,2,2,3
1800,0.51,5.1,6,4,3
4855,1.02,6.48,1,4,6
5404,1.0,6.72,1,5,5
1872,0.52,5.14,2,3,4
4341,1.02,6.46,3,5,7
1999,0.56,5.32,1,4,4
2386,0.81,6.0,2,6,7
18731,2.02,8.2,3,2,6
8538,1.57,7.48,3,7,5
2022,0.78,5.91,1,7,7
579,0.33,4.4,3,4,5
6300,1.15,6.72,2,6,6
5102,1.04,6.48,2,5,6
7416,1.55,7.42,2,7,5
903,0.59,5.2,5,4,8
1841,0.62,5.52,1,4,5
16485,1.52,7.41,3,2,4
873,0.41,4.79,6,1,5
4640,1.1,6.6,1,1,7
7244,1.05,6.46,1,3,5
4113,1.02,6.53,2,6,7
734,0.31,4.36,2,1,5
6951,1.01,6.35,2,4,4
5392,1.14,6.73,2,7,4
4926,1.21,6.56,5,2,7
2308,0.64,5.51,2,5,2
713,0.32,4.45,2,1,5
421,0.3,4.31,6,5,6
1113,0.43,4.86,1,4,5
11119,2.02,8.04,1,6,6
1305,0.59,5.37,2,2,7
16104,1.52,7.38,1,4,2
3875,1.02,6.46,3,3,7
4956,1.0,6.34,2,4,6
6730,1.07,6.53,1,4,4
1213,0.39,4.67,6,4,1
2960,0.7,5.76,2,1,5
5466,1.22,6.98,1,6,6
2911,0.77,5.96,6,3,5
1239,0.5,5.24,6,5,5
5690,1.19,6.82,2,6,6
4458,1.03,6.55,2,6,6
1270,0.55,5.28,2,5,6
1664,0.59,5.43,3,4,5
2600,0.7,5.52,5,2,7
5832,1.33,7.02,1,6,7
1619,0.7,5.72,3,7,6
4155,1.0,6.5,6,1,6
554,0.3,4.38,1,5,6
5837,1.17,6.73,2,3,6
1825,0.54,5.26,2,2,5
13630,1.21,6.83,3,1,3
3183,0.76,5.88,2,4,5
6327,1.3,7.27,6,1,7
3915,0.94,6.34,2,2,7
1800,0.71,5.69,2,5,7
17759,2.01,8.04,3,5,6
1227,0.51,5.07,6,5,6
1772,0.54,5.26,2,3,4
791,0.41,4.79,2,1,6
773,0.32,4.38,1,3,5
969,0.5,4.81,5,6,4
1061,0.41,4.74,2,4,5
1200,0.38,4.73,2,1,3
5014,1.21,6.66,3,6,7
1784,0.5,5.09,2,4,3
2473,0.73,5.9,3,3,6
3342,0.78,5.95,1,3,4
4242,1.01,6.39,6,5,6
2724,0.7,5.76,3,1,6
10407,1.01,6.31,1,1,3
13292,1.54,7.44,1,4,5
2199,0.9,6.18,3,3,8
18717,2.18,8.3,1,3,6
7087,1.3,7.04,3,6,5
982,0.4,4.72,3,3,4
1193,0.51,5.02,6,1,6
4016,0.9,6.29,2,5,7
645,0.32,4.4,1,4,4
5606,1.27,7.0,2,7,5
1569,0.51,5.08,6,3,5
7227,1.09,6.73,2,4,5
4317,1.01,6.24,5,3,7
2656,0.84,6.04,3,3,7
1041,0.37,4.53,1,2,5
598,0.3,4.35,3,4,3
1881,0.55,5.29,2,3,4
828,0.32,4.42,2,4,4
838,0.42,4.74,6,5,6
625,0.42,4.83,2,5,7
625,0.28,4.18,2,2,4
17353,1.21,6.88,2,2,1
827,0.41,4.76,2,4,5
2509,0.58,5.35,2,3,3
2422,0.78,5.92,2,6,5
4708,1.13,6.65,2,5,5
8971,1.01,6.49,2,3,3
4216,0.56,5.28,2,1,1
863,0.41,4.81,2,3,5
1032,0.44,4.91,2,4,6
645,0.32,4.44,1,3,5
6139,1.17,6.8,2,4,5
1069,0.3,4.29,2,1,2
609,0.29,4.35,3,3,2
552,0.3,4.29,2,6,2
3407,1.04,6.34,6,7,6
18255,2.51,8.69,1,6,7
14242,1.5,7.36,3,3,5
744,0.32,4.38,3,2,3
1008,0.32,4.36,1,3,3
3554,0.72,5.73,2,1,4
830,0.3,4.32,2,4,1
4285,0.72,5.77,2,2,3
2803,0.73,5.89,2,2,6
7144,1.56,7.49,1,7,4
4443,1.01,6.47,2,7,5
15252,1.52,7.32,2,1,5
8431,1.5,7.34,3,3,7
4585,1.03,6.64,2,5,6
6460,1.03,6.68,2,1,6
943,0.43,4.8,6,3,4
783,0.3,4.35,3,3,2
1605,0.54,5.26,2,4,5
6328,1.0,6.49,2,4,5
5677,1.09,6.58,1,5,5
2202,0.69,5.66,6,4,4
13329,1.58,7.46,1,1,6
666,0.33,4.45,2,4,4
3062,0.7,5.75,1,3,3
999,0.37,4.66,1,2,4
447,0.3,4.4,2,1,7
5421,1.09,6.67,2,6,5
2776,0.71,5.62,2,2,5
886,0.3,4.37,2,3,1
3925,1.03,6.5,2,6,7
3381,0.71,5.75,2,2,5
891,0.38,4.63,3,2,4
4004,1.01,6.38,6,3,7
596,0.35,4.56,2,3,6
3803,0.9,6.14,3,3,7
1170,0.39,4.72,1,4,2
1895,0.51,5.04,3,4,3
515,0.3,4.44,3,1,6
500,0.23,4.0,1,5,3
620,0.27,4.21,3,3,2
789,0.3,4.28,3,2,3
492,0.33,4.43,6,1,7
1253,0.5,4.95,5,1,6
1249,0.41,4.75,3,2,2
12196,2.1,8.23,3,7,7
1400,0.55,5.21,6,3,6
7154,1.64,7.41,6,4,7
14603,2.3,8.56,3,6,7
435,0.31,4.35,3,6,5
1911,0.52,5.26,2,4,3
7426,1.21,6.8,3,5,5
17405,2.0,7.83,6,4,6
9704,1.52,7.38,2,4,6
4685,1.0,6.51,3,2,7
14033,1.2,6.82,2,1,3
1005,0.38,4.59,3,1,5
2862,0.7,5.69,3,2,5
5088,1.1,6.58,1,1,7
1170,0.51,5.12,2,2,7
4535,1.0,6.4,6,2,6
2450,0.71,5.67,3,2,5
2542,0.53,5.31,3,1,3
666,0.33,4.46,2,3,5
566,0.27,4.23,3,4,2
4870,1.15,6.75,2,5,7
4921,1.01,6.43,2,2,7
662,0.4,4.79,2,7,3
1975,0.58,5.33,1,4,3
489,0.31,4.38,2,6,4
842,0.32,4.4,3,4,2
1659,0.53,5.21,2,1,5
774,0.37,4.66,3,5,2
1356,0.41,4.76,2,1,3
4840,1.08,6.78,3,2,7
726,0.36,4.57,1,4,4
603,0.32,4.55,6,4,5
1758,0.5,5.16,3,1,5
2818,0.7,5.64,1,2,4
1351,0.53,5.3,2,6,3
1031,0.42,4.79,2,3,4
8385,1.33,7.23,2,5,5
14711,2.33,8.65,1,7,6
2447,0.57,5.35,2,2,3
7747,0.9,6.09,3,2,1
676,0.39,4.65,2,2,6
544,0.31,4.43,1,4,5
5884,1.03,6.4,3,6,7
7621,1.3,7.0,1,6,1
2294,0.59,5.38,2,2,4
596,0.34,4.52,2,2,6
8285,1.06,6.61,2,4,4
981,0.43,4.94,2,2,4
720,0.32,4.34,3,2,6
5887,0.9,6.23,3,2,5
791,0.41,4.76,2,1,6
7862,1.01,6.49,1,4,3
18489,2.07,8.3,3,5,6
4409,0.9,6.16,6,5,4
1989,0.72,5.7,3,7,6
476,0.25,3.97,6,2,3
9251,1.64,7.57,2,7,5
864,0.32,4.41,1,6,1
798,0.35,4.53,3,4,3
5009,1.0,6.41,3,6,4
7253,1.5,7.48,2,6,7
408,0.31,4.39,3,6,6
663,0.36,4.59,2,1,6
4758,1.02,6.22,5,5,6
4829,1.0,6.15,5,3,5
4426,1.23,6.72,1,4,7
6283,1.01,6.34,6,4,4
1074,0.5,5.21,3,1,7
4497,1.01,6.35,3,3,7
625,0.31,4.31,3,3,5
11428,1.55,7.4,1,5,5
810,0.4,4.65,1,3,7
1565,0.5,5.13,2,3,5
9331,1.31,7.09,2,3,6
1873,0.51,5.08,2,1,4
2553,0.74,5.57,5,5,5
3450,1.0,6.51,1,2,7
537,0.36,4.6,2,1,7
2484,0.7,5.66,3,5,4
16400,2.16,8.3,1,5,7
1786,0.55,5.28,3,2,5
4592,0.83,6.02,2,3,4
5783,1.06,6.49,3,5,5
1211,0.34,4.47,2,1,2
6660,1.32,7.05,1,3,7
612,0.28,4.25,2,2,3
764,0.4,4.78,2,3,7
5897,0.9,6.09,2,1,5
3152,0.77,5.86,3,5,4
2456,0.84,6.06,2,7,4
5107,1.26,6.9,1,7,5
4521,0.83,6.24,3,1,4
505,0.32,4.46,1,5,5
3846,1.11,6.57,6,7,6
5147,1.01,6.28,6,1,6
1183,0.55,5.29,2,3,7
1591,0.55,5.35,2,4,4
1833,0.52,5.11,3,4,3
13506,1.5,7.33,1,3,5
4831,1.2,6.89,3,5,7
7127,1.01,6.44,1,3,4
6664,1.25,6.94,1,6,4
1623,0.5,5.09,3,2,5
1058,0.57,5.3,1,2,7
658,0.38,4.74,2,4,6
405,0.3,4.33,2,6,7
3472,0.78,5.97,3,4,4
7509,1.51,7.63,5,5,6
2177,0.6,5.3,3,2,4
666,0.33,4.46,2,3,5
8388,1.51,7.31,1,5,7
6369,1.0,6.45,6,4,5
874,0.32,4.33,1,3,4
3863,0.9,6.12,3,2,6
397,0.24,4.01,3,6,4
1115,0.41,4.81,2,3,3
749,0.31,4.44,1,3,5
2231,0.54,5.3,2,3,3
3443,1.0,6.11,5,3,7
830,0.41,4.74,1,7,4
2339,0.57,5.36,2,3,2
2574,0.71,5.8,3,2,6
3137,1.01,6.25,3,4,6
16316,1.54,7.45,2,4,2
1662,0.54,5.22,3,1,6
4277,1.04,6.52,1,4,7
9173,1.5,7.42,1,1,7
4506,1.01,6.55,6,2,7
3850,0.9,6.02,1,4,5
18686,2.67,8.64,6,3,7
900,0.32,4.38,2,2,5
2398,0.74,5.7,3,4,7
2723,0.7,5.7,2,4,5
9932,1.03,6.52,2,2,3
10430,1.21,6.97,3,2,4
5932,1.01,6.48,2,3,6
8643,1.57,7.47,2,4,7
2536,0.9,5.93,5,6,7
956,0.34,4.51,1,3,4
768,0.37,4.68,2,2,5
3884,0.91,6.17,3,4,6
2838,0.7,5.63,1,3,5
800,0.32,4.44,2,3,3
1014,0.34,4.48,2,4,1
473,0.36,4.58,1,4,7
567,0.27,4.19,3,2,3
15955,2.01,8.01,2,3,7
3450,1.0,6.23,1,2,7
1125,0.4,4.73,2,2,4
1838,0.5,5.06,1,3,4
1806,0.5,5.07,1,4,3
2079,0.66,5.61,2,1,6
9786,1.09,6.67,2,3,4
1153,0.41,4.77,1,2,4
16091,1.51,7.33,1,4,5
5306,1.01,6.39,2,5,5
1207,0.43,4.83,1,4,2
698,0.31,4.34,1,4,5
680,0.31,4.4,2,2,5
4167,0.9,6.24,2,1,7
5829,1.01,6.22,6,2,5
619,0.36,4.54,3,1,6
1148,0.39,4.71,2,3,2
12431,1.52,7.35,2,2,6
7133,1.27,6.94,1,4,6
11888,1.68,7.7,2,2,7
5975,1.2,6.69,1,4,4
13873,1.43,7.21,1,1,5
552,0.3,4.31,6,1,6
6851,1.51,7.54,1,7,6
3335,0.95,6.51,3,5,7
981,0.43,4.84,1,2,5
2042,0.7,5.83,1,4,6
1586,0.58,5.31,1,3,5
1957,0.54,5.28,2,4,4
642,0.28,4.26,3,3,3
720,0.31,4.37,2,2,5
4412,0.81,6.0,2,3,4
1129,0.43,4.84,2,4,3
1090,0.5,4.97,6,2,6
4213,1.0,6.45,6,2,6
4720,0.91,6.16,3,1,5
1781,0.51,5.1,1,4,4
4304,0.9,6.14,1,1,6
694,0.33,4.47,2,6,1
810,0.44,4.88,1,2,6
2889,0.7,5.66,3,2,5
1752,0.5,5.08,1,1,5
9596,1.53,7.28,1,3,7
2282,0.71,5.61,6,3,7
584,0.37,4.67,3,5,5
596,0.34,4.51,2,2,6
1017,0.4,4.73,3,2,3
2202,0.71,5.74,2,3,7
4949,1.01,6.4,1,5,6
706,0.35,4.53,2,3,5
444,0.29,4.27,2,6,4
781,0.33,4.5,2,1,5
2398,0.71,5.67,1,5,4
1287,0.56,5.29,1,4,6
1721,0.53,5.24,2,2,5
12081,1.22,6.9,2,4,2
5141,1.2,6.76,1,6,7
766,0.38,4.73,3,4,5
4218,0.93,6.26,2,5,5
1086,0.47,4.94,3,3,6
6296,1.0,6.49,3,4,5
505,0.32,4.39,2,5,5
877,0.4,4.74,2,4,4
14507,1.51,7.19,1,4,4
6540,1.01,6.36,3,3,5
3713,0.8,6.03,2,3,5
3603,0.83,5.92,3,3,4
772,0.4,4.75,1,1,6
1179,0.42,4.84,2,4,2
15185,1.2,6.91,2,2,2
5939,1.01,6.36,1,1,6
17036,1.75,7.9,3,4,4
6727,1.2,6.65,1,5,4
5608,1.03,6.5,2,2,6
576,0.25,4.08,1,2,3
11379,1.52,7.43,2,5,5
514,0.26,4.11,2,4,3
1883,0.5,5.09,2,4,2
715,0.38,4.68,3,4,5
608,0.36,4.56,1,4,7
10863,3.0,9.31,6,6,8
9681,1.07,6.71,3,1,4
7275,1.07,6.57,2,4,5
5093,1.0,6.28,6,1,6
4430,1.13,6.74,1,5,7
2051,0.7,5.54,5,5,6
9133,1.23,6.91,2,4,4
789,0.31,4.43,2,4,2
924,0.38,4.68,2,2,4
3725,0.9,6.14,5,5,5
6745,1.21,6.83,3,5,5
11086,1.69,7.71,2,6,5
933,0.38,4.64,3,3,4
14214,1.53,7.43,1,4,4
854,0.33,4.42,1,3,5
357,0.23,3.99,3,3,4
4455,1.04,6.51,2,4,7
15688,1.51,7.32,2,3,5
18700,2.02,8.05,2,4,5
3568,0.72,5.8,2,1,6
1399,0.41,4.79,2,1,6
605,0.3,4.32,2,5,3
3326,0.9,6.04,1,5,7
6710,1.2,6.78,6,5,5
8803,1.16,6.71,2,4,3
1787,0.51,5.15,2,1,5
18281,2.08,8.36,3,6,5
947,0.3,4.37,1,3,1
3360,1.0,6.5,3,6,7
1030,0.46,4.83,3,1,5
1213,0.41,4.83,2,3,2
740,0.31,4.37,5,3,2
1813,0.53,5.17,2,4,4
4520,1.0,6.36,6,1,7
4922,0.91,6.22,2,4,6
3592,1.01,6.32,3,5,7
4071,1.1,6.74,2,2,7
1563,0.58,5.53,6,1,7
1764,0.72,5.85,1,4,7
596,0.34,4.47,1,4,5
2757,0.72,5.75,6,1,6
6166,1.1,6.71,2,3,5
4113,1.02,6.41,1,5,7
1437,0.46,4.91,1,2,4
3179,1.5,7.39,6,4,8
354,0.23,4.01,3,4,3
12202,1.51,7.25,1,3,5
827,0.41,4.78,2,5,4
2013,0.5,5.11,3,3,3
1662,0.51,5.1,3,2,5
605,0.3,4.29,1,3,5
3105,0.9,6.02,6,5,7
800,0.38,4.67,2,3,5
992,0.42,4.77,1,2,6
4234,0.9,6.1,3,5,4
18483,2.21,8.43,3,3,7
2278,0.61,5.49,2,2,5
4654,1.06,6.5,1,2,7
11638,1.72,7.76,3,2,7
2867,0.82,5.96,2,3,7
581,0.39,4.71,3,4,7
566,0.38,4.59,2,4,7
9519,1.39,7.25,2,1,6
1343,0.52,5.13,3,4,6
1038,0.53,5.26,2,6,6
765,0.34,4.51,1,4,5
7466,1.01,6.38,1,4,3
5249,1.03,6.62,1,4,6
4130,0.9,6.3,3,1,6
4478,1.12,6.57,1,4,7
1168,0.4,4.81,2,3,2
9072,1.5,7.21,6,2,7
734,0.31,4.38,2,1,5
3597,1.01,6.37,1,3,7
1415,0.5,4.99,1,2,6
691,0.43,4.89,3,6,7
765,0.4,4.64,3,4,7
2644,0.73,5.92,1,3,6
11262,1.78,7.87,1,5,7
3084,0.9,6.24,1,2,7
842,0.4,4.78,1,6,2
419,0.24,4.11,3,3,5
2690,0.74,5.87,2,4,7
730,0.3,4.29,3,3,3
4823,0.91,6.17,3,2,5
480,0.27,4.2,2,5,4
1274,0.45,4.93,3,5,2
5080,1.26,6.99,1,6,7
749,0.31,4.45,2,2,2
7006,0.91,6.2,1,2,3
912,0.32,4.43,2,3,2
6266,1.51,7.4,1,4,7
484,0.3,4.36,2,4,5
5012,1.11,6.75,2,7,4
1358,0.45,4.96,1,1,4
1678,0.53,5.13,3,2,5
719,0.41,4.73,1,4,6
1312,0.35,4.61,2,3,1
6677,1.4,7.17,3,6,7
1263,0.4,4.81,1,1,3
1880,0.64,5.57,2,5,6
7828,1.29,6.86,6,3,6
1956,0.53,5.2,2,1,5
1703,0.5,5.24,3,1,5
9116,1.51,7.21,6,6,5
6244,1.01,6.46,1,3,5
4488,1.08,6.55,1,3,7
827,0.41,4.84,2,4,5
1369,0.52,5.13,3,2,6
7208,1.51,7.26,6,3,7
3580,0.9,6.13,1,6,4
4196,1.11,6.61,1,6,7
4042,0.54,5.26,2,1,2
1551,0.55,5.29,2,2,6
878,0.3,4.23,6,4,2
6271,1.01,6.3,1,3,5
605,0.3,4.31,2,3,5
1838,0.5,5.09,2,4,3
2652,0.76,5.9,3,4,6
755,0.41,4.74,2,3,6
7204,1.0,6.32,1,3,3
4672,1.01,6.4,1,4,6
2036,1.01,6.22,5,2,8
579,0.33,4.49,2,4,5
1897,0.52,5.21,2,2,5
12812,1.9,7.73,1,3,7
1819,0.56,5.3,1,4,4
649,0.37,4.6,2,2,6
2184,0.7,5.68,2,5,6
15646,2.18,8.51,2,6,6
6468,1.0,6.43,3,3,4
4326,1.03,6.64,3,5,6
9391,1.53,7.46,3,5,7
1875,0.71,5.67,3,6,7
2797,0.8,5.82,3,5,5
1674,0.51,5.17,2,1,5
6597,1.36,7.1,3,3,6
564,0.32,4.43,2,4,5
7136,1.11,6.7,2,5,3
18279,1.7,7.67,2,4,2
1712,0.5,5.09,3,1,5
589,0.32,4.42,2,1,6
1109,0.32,4.39,2,2,3
718,0.32,4.34,2,4,4
732,0.31,4.33,2,1,6
698,0.31,4.31,1,4,5
863,0.3,4.45,2,3,2
9901,1.16,6.73,2,4,1
12714,2.03,8.26,3,6,7
684,0.3,4.32,1,4,3
2398,0.7,5.68,2,6,4
17014,2.01,8.04,1,4,7
12907,2.28,8.29,3,5,7
827,0.35,4.5,2,1,6
4678,0.91,6.14,2,5,5
13119,1.53,7.45,1,4,4
18181,2.05,8.11,2,4,7
10286,1.6,7.68,1,3,7
940,0.32,4.46,2,4,1
1446,0.5,5.19,2,5,5
7623,1.22,6.86,2,5,5
3081,0.71,5.7,2,2,4
7098,1.01,6.43,3,3,5
767,0.35,4.53,2,2,5
1443,0.51,5.11,1,2,6
3588,0.82,6.01,2,2,6
733,0.38,4.79,3,1,6
957,0.37,4.54,1,5,3
1161,0.52,5.19,3,4,6
5434,1.26,6.96,1,5,7
4201,0.91,6.23,1,5,5
2697,0.54,5.32,6,2,2
880,0.34,4.48,2,3,5
1059,0.52,5.21,2,3,7
3927,0.76,5.88,2,4,3
4263,0.8,5.97,3,2,5
15235,2.12,8.27,1,6,7
900,0.32,4.44,1,2,5
11637,1.52,7.36,1,3,6
1063,0.35,4.53,2,2,4
2671,0.72,5.84,3,4,4
1214,0.65,5.62,2,7,6
7485,1.02,6.39,1,3,4
7392,1.0,6.55,1,2,4
4348,1.0,6.39,3,1,7
2564,0.8,6.11,3,3,7
821,0.36,4.55,3,4,2
9677,1.2,6.67,1,4,5
995,0.34,4.44,2,4,3
2777,0.71,5.64,6,3,5
2167,0.76,5.81,2,7,3
4188,0.91,6.17,3,2,6
3618,0.91,6.06,3,6,3
936,0.4,4.69,6,3,3
698,0.31,4.35,1,2,6
695,0.31,4.39,2,3,4
3198,0.83,6.0,2,3,6
5133,1.13,6.72,1,1,7
658,0.38,4.62,1,7,6
628,0.31,4.31,1,5,5
1236,0.53,5.19,2,6,5
2065,0.52,5.29,2,4,2
2244,0.67,5.6,6,3,4
4326,1.16,6.68,1,7,6
4257,0.91,6.24,2,4,5
3252,0.7,5.64,3,3,2
982,0.4,4.69,1,3,4
2369,0.7,5.41,5,3,5
1355,0.51,5.21,2,2,6
5157,1.62,7.44,1,7,7
4566,1.01,6.49,3,2,7
513,0.31,4.39,2,5,5
3390,0.88,6.13,1,1,7
6720,1.0,6.39,1,2,5
1170,0.52,5.19,2,4,7
4459,1.02,6.32,6,1,7
15111,1.59,7.43,1,2,5
1279,0.4,4.68,2,1,2
1257,0.38,4.64,2,3,2
8785,1.04,6.46,3,3,3
5183,1.23,6.78,1,5,6
4909,1.01,6.34,1,1,6
1265,0.59,5.44,2,3,7
1774,0.52,5.21,2,1,5
757,0.31,4.38,2,3,5
816,0.34,4.54,2,2,5
1708,0.65,5.64,1,2,6
7294,1.04,6.53,2,4,4
943,0.41,4.66,3,5,5
3185,0.79,5.95,2,1,6
583,0.37,4.65,2,3,6
3105,0.7,5.68,1,4,2
3701,1.08,6.61,1,4,7
3049,0.83,6.04,2,2,7
1117,0.55,5.22,2,4,7
7587,1.02,6.47,3,3,4
2041,0.54,5.26,2,4,2
2339,0.7,5.58,1,1,6
781,0.33,4.46,2,1,5
631,0.33,4.45,2,1,7
7056,1.01,6.42,2,3,4
719,0.38,4.71,6,3,5
795,0.3,4.36,2,3,4
3045,1.14,6.71,2,7,6
17938,2.02,8.25,1,2,7
688,0.32,4.37,2,3,5
698,0.31,4.48,1,2,6
4416,1.0,6.39,6,4,6
4751,1.01,6.36,1,2,7
4452,1.0,6.35,1,3,7
1053,0.4,4.8,2,1,4
1040,0.42,4.8,1,2,4
